95511.6796875,69869.046875,87937.2109375,51837.58203125,100923.7578125,148517.6875,160811.75,168094.5
95531.6015625,70026.4296875,87949.640625,51849.1171875,100946.1328125,148539.265625,160815.203125,168102.71875
95523.1015625,70013.171875,87942.8671875,51838.7890625,100946.640625,148528.234375,160805.890625,168092.953125
95505.1796875,69861.15625,87931.78125,51824.8203125,100923.734375,148506.0625,160800.046875,168081.515625
95506.7421875,69849.109375,87936.34375,51826.00390625,100923.6875,148512.109375,160806.171875,168082.828125
95517.0234375,69989.65625,87942.78125,51830.09375,100944.0078125,148524.296875,160802.828125,168087.125
95516.15625,70015.0703125,87938.890625,51828.171875,100952.234375,148521.4375,160801.796875,168086.765625
95510.2109375,69878.234375,87940.609375,51838.36328125,100940.515625,148520.203125,160819.921875,168092.515625
95505.890625,69830.9375,87942.53125,51849.02734375,100934.53125,148520.078125,160822.5,168095.390625
95512.84375,69963.171875,87945.59375,51853.23046875,100953.171875,148527.25,160815.28125,168090.875
95524,70034.2265625,87952.6796875,51863.82421875,100967.5390625,148537.3125,160819.453125,168100.015625
95513.515625,69904.09375,87948.3203125,51860.046875,100952.3203125,148526.078125,160818.03125,168098.546875
95506.5859375,69827.8046875,87947.15625,51858.9296875,100942.640625,148525.234375,160821.203125,168098.71875
95506.5625,69935.6796875,87947.0234375,51856,100961.0859375,148527.578125,160816.796875,168090.3125
95507.59375,70027.9921875,87944.6328125,51853.71875,100972.390625,148527.046875,160810.71875,168087.375
95503.6171875,69918.5078125,87942.5078125,51854.16796875,100952.4140625,148520.03125,160806.734375,168089.65625
95503.546875,69819.40625,87950.4453125,51862.39453125,100937.03125,148523.96875,160815.203125,168098.71875
95507.0546875,69907.3359375,87951.5,51862.55078125,100954.2890625,148530.28125,160819.1875,168098.875
95512.6015625,70027.1875,87949.53125,51861.58984375,100970.9609375,148535.703125,160813.234375,168098.078125
95509.25,69946.3359375,87948.59375,51857.296875,100961.5078125,148525.640625,160819.921875,168103.46875
95498.140625,69820.3203125,87940.09375,51846.1875,100943.1328125,148512.265625,160812.546875,168093.890625
95505.984375,69876.984375,87942.84375,51850.58984375,100947.25,148527.0625,160805.9375,168090.984375
95516.578125,70015.1640625,87948.7890625,51856.40234375,100969.2421875,148540.171875,160806.984375,168092.421875
95507.796875,69966.28125,87939.7421875,51849.765625,100959.453125,148526.75,160803.203125,168086.71875
95501.375,69827.4296875,87938.3984375,51851.1484375,100937.296875,148518.640625,160804.796875,168090.8125
95510.71875,69852.0625,87948.5703125,51863.04296875,100942.6875,148530.21875,160812.1875,168096.578125
95514.7265625,69996.8515625,87946.890625,51864.47265625,100966.828125,148536.140625,160802.953125,168088.984375
95512.578125,69988.8984375,87943.1171875,51863.48828125,100963.0234375,148527.8125,160795.625,168089.5625
95500.8203125,69845.6875,87936.1875,51860.58203125,100942.328125,148515.21875,160796.5,168089.375
95500.7734375,69832.078125,87939.7421875,51864.875,100937.6171875,148516.34375,160797.890625,168087.453125
95506.1875,69969.453125,87937.8203125,51865.12109375,100949.546875,148520.546875,160777.140625,168077.6875
95516.625,70004.09375,87942.9140625,51874.0625,100950.6015625,148524.5,160779,168084.953125
95526.1640625,69882.3046875,87958,51889.484375,100942.953125,148530.109375,160808.484375,168098.84375
95518.6328125,69837.328125,87955.7421875,51884.54296875,100944.25,148526.390625,160809.21875,168093.96875
95516.6640625,69963.5703125,87951.609375,51878.8203125,100961.84375,148529.859375,160795.984375,168086.296875
95515.0546875,70024.9921875,87946.421875,51873.58984375,100965.9140625,148523.84375,160787.828125,168084.421875
95514.6796875,69899.7109375,87950.15625,51881.3046875,100943.734375,148521.5625,160791.6875,168091.609375
95520.9609375,69826.1953125,87959.8984375,51892.6796875,100937.140625,148531.03125,160808.84375,168104.640625
95517.8515625,69938.046875,87950,51884.609375,100960.9921875,148531.65625,160796.15625,168094.953125
95524.671875,70040.328125,87946.421875,51879.71484375,100970.9375,148534.53125,160785.65625,168095.859375
95520.625,69936.171875,87940.859375,51872.98828125,100958.3359375,148532.015625,160789.546875,168098.703125
95513.78125,69827.15625,87936.8359375,51864.875,100945.9296875,148527.625,160795.734375,168100
95514.390625,69906.484375,87929.4140625,51858.52734375,100955.5625,148531.65625,160784.46875,168094.828125
95520.109375,70027.8125,87927.1796875,51861.921875,100969.171875,148538.125,160776.5625,168097.25
95522.1015625,69952.265625,87930.6171875,51866.953125,100959.046875,148535.859375,160785.453125,168107.15625
95509.734375,69826.421875,87927.6484375,51858.68359375,100944.71875,148523.765625,160788.453125,168103.34375
95516.7109375,69882.703125,87936.140625,51864.80859375,100954.9609375,148534.515625,160791.78125,168106.765625
95524.9609375,70020.59375,87942.328125,51870.91015625,100981.734375,148544.4375,160794.0625,168110.1875
95517.203125,69975.328125,87938.953125,51866.52734375,100977.890625,148535.9375,160795,168107.59375
95508.6875,69834.578125,87937.9296875,51862.1015625,100957.4140625,148528.515625,160795.828125,168109.65625
95511.9765625,69852.6875,87943.1328125,51863.7109375,100957.484375,148534.625,160791.171875,168109.96875
95516.9140625,69997.234375,87944.7890625,51863.0625,100980.84375,148541.21875,160780.890625,168104.734375
95516.6015625,69989.546875,87946.1328125,51861.09765625,100980.5078125,148535.34375,160780.15625,168104.640625
95514.5234375,69851.7265625,87955.1171875,51868.5390625,100965.265625,148534.828125,160798.6875,168118.625
95510.9921875,69832.28125,87952.6171875,51866.08203125,100957.484375,148532.203125,160788.078125,168110.609375
95517.203125,69973.609375,87954.0859375,51868.359375,100975.25,148540.640625,160782.125,168103.6875
95519.7734375,70009.4140625,87953.0625,51869.8125,100974.3125,148541.734375,160778.265625,168109.828125
95516.578125,69876.7109375,87954.0234375,51879,100953.53125,148538.578125,160784.40625,168114.34375
95516.6015625,69824.90625,87956.1015625,51893.015625,100946.53125,148537.578125,160789.4375,168114.078125
95527.265625,69954.5234375,87957.9765625,51899.609375,100964.3046875,148545.578125,160783.15625,168112.296875
95544.9609375,70037.984375,87970.765625,51916.91015625,100980.4375,148558.40625,160793.609375,168125.21875
95533.09375,69914.171875,87965.0390625,51911.140625,100973.78125,148544.1875,160794.734375,168120.140625
95518.7890625,69828.59375,87957.7734375,51903.23046875,100963.7890625,148534.84375,160787.25,168111.015625
95518.1640625,69930.359375,87957.7109375,51901.77734375,100970.8984375,148538.125,160775.953125,168104.25
95533.7890625,70033.1796875,87967.140625,51911.5234375,100981.78125,148546.265625,160775.203125,168109.546875
95524.78125,69929.796875,87965.3125,51908.97265625,100968.3671875,148537.15625,160777.078125,168110.125
95515.125,69821.4609375,87961.6640625,51905.33203125,100954.0859375,148530.828125,160788.71875,168111.421875
95527.1953125,69907.15625,87969.84375,51914.44921875,100969.4609375,148545.078125,160787.921875,168118.171875
95529.0703125,70033.0859375,87964.75,51913.33203125,100987.8125,148549.171875,160775.59375,168111.328125
95526.75,69956.171875,87962.5625,51915.1640625,100968.7734375,148546.171875,160776.046875,168115.421875
95515.90625,69828.4765625,87959.25,51910.875,100953.703125,148540.4375,160778.03125,168113.59375
95519.9296875,69877.2265625,87964.390625,51913.17578125,100961.6640625,148549,160774.640625,168113.40625
95521.1796875,70015.65625,87965.1953125,51909.66796875,100983.0078125,148555.125,160772.03125,168110.484375
95512.9765625,69969.1640625,87961.7578125,51903.765625,100978.4296875,148544.75,160770.96875,168111.109375
95512.1328125,69829.890625,87971.0078125,51908.66015625,100962.7578125,148544.390625,160780.390625,168117.953125
95503.7890625,69839.453125,87968.7734375,51899.4765625,100964.796875,148540.609375,160774.140625,168108.984375
95517.1796875,69985.65625,87976.21875,51905.12890625,100988.53125,148554.78125,160775.046875,168113.984375
95520.6484375,69988.140625,87977.7109375,51906.08984375,100994.3671875,148551.90625,160781.25,168115.796875
