93273.2265625,69077.8828125,86311.6796875,49578.76171875,98000.28125,147732.484375,159315.234375,166355.59375
93279.390625,69143.7578125,86312.6640625,49583.0078125,97980.234375,147742.234375,159309.453125,166355.4375
93287.796875,69255.6015625,86313.25,49587.2109375,97963.1796875,147749.296875,159303.3125,166355.796875
93287.6171875,69197.8671875,86317.4921875,49591.390625,97977.1484375,147742.140625,159314.3125,166360.65625
93296,69094.78125,86325.203125,49614.45703125,97999.6328125,147739.1875,159327.609375,166365.859375
93298.0078125,69138.125,86330.1640625,49631.66796875,97996.5,147743.421875,159327.203125,166367.203125
93294.703125,69253.2578125,86327.9765625,49637.12109375,97985.1953125,147750.921875,159323.71875,166367.671875
93290.140625,69221.40625,86327.5546875,49636.0703125,97992.0546875,147750.296875,159325.171875,166368.921875
93277.71875,69102.1796875,86323.953125,49626.66015625,98008.0625,147735.765625,159325.46875,166364.671875
93271.078125,69102.453125,86315.7265625,49613.00390625,97994.71875,147724.9375,159314.71875,166357.078125
93281.5625,69221.140625,86321.4921875,49614.546875,97976.1640625,147730.359375,159311.859375,166376.515625
93286.65625,69231.0859375,86323.3046875,49618.03125,97980.0078125,147734.03125,159320.640625,166370.640625
93293.8125,69121.9375,86330.078125,49626.7734375,98000.28125,147736.234375,159328.65625,166356.609375
93293.7421875,69105.53125,86327.640625,49629.3203125,98007.75,147744.578125,159330.84375,166367.40625
93301.5625,69219.7265625,86326.9296875,49635.17578125,97986.3125,147757.71875,159328.03125,166370.5625
93308.8515625,69257.34375,86326.1875,49637.14453125,97977.6171875,147756.96875,159320.84375,166369.65625
93302.5234375,69147.375,86326.2578125,49632.359375,98000.390625,147742.875,159324.1875,166366.109375
93292.1328125,69097.6015625,86322.9921875,49624.04296875,98003.09375,147730.625,159323.8125,166357.4375
93298.9296875,69205.2265625,86329.4296875,49629.09765625,97988.9453125,147743.796875,159314.984375,166357.859375
93301.5390625,69268.9921875,86336.0234375,49639.1328125,97982.9375,147751.375,159319.46875,166368.953125
93295.28125,69166.796875,86341.078125,49642.10546875,98001.6875,147744.5625,159337.265625,166370.046875
93286.296875,69091.34375,86339.9375,49637.76953125,98009.8515625,147736.171875,159338.703125,166364.765625
93288.8671875,69178.15625,86340.4921875,49638.59765625,97996.8828125,147745.5625,159329.90625,166361.796875
